Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,ReferralType,TotalReferrals
Jan-17,Beaumont Hospital,923,Anaesthetics,General Referral,2
Jan-17,Beaumont Hospital,923,Cardiology,General Referral,53
Jan-17,Beaumont Hospital,923,Clinical Immunology,General Referral,9
Jan-17,Beaumont Hospital,923,Dermatology,General Referral,57
Jan-17,Beaumont Hospital,923,Endocrinology,General Referral,14
Jan-17,Beaumont Hospital,923,ENT,General Referral,82
Jan-17,Beaumont Hospital,923,Gastro-Enterology,General Referral,65
Jan-17,Beaumont Hospital,923,General Surgery,General Referral,76
Jan-17,Beaumont Hospital,923,Geriatric Medicine,General Referral,11
Jan-17,Beaumont Hospital,923,Gynaecology,General Referral,28
Jan-17,Beaumont Hospital,923,Haematology,General Referral,10
Jan-17,Beaumont Hospital,923,Infectious Diseases,General Referral,2
Jan-17,Beaumont Hospital,923,Maxillo-Facial,General Referral,2
Jan-17,Beaumont Hospital,923,Nephrology,General Referral,9
Jan-17,Beaumont Hospital,923,Neurology,General Referral,44
Jan-17,Beaumont Hospital,923,Neurosurgery,General Referral,30
Jan-17,Beaumont Hospital,923,Ophthalmology,General Referral,12
Jan-17,Beaumont Hospital,923,Orthopaedics,General Referral,67
Jan-17,Beaumont Hospital,923,Pain Relief,General Referral,7
Jan-17,Beaumont Hospital,923,Plastic Surgery,General Referral,39
Jan-17,Beaumont Hospital,923,Respiratory Medicine,General Referral,31
Jan-17,Beaumont Hospital,923,Rheumatology,General Referral,23
Jan-17,Beaumont Hospital,923,Urology,General Referral,49
Jan-17,Beaumont Hospital,923,Vascular Surgery,General Referral,32
Jan-17,Cappagh National Orthopaedic Hospital,955,Orthopaedics,General Referral,19
Jan-17,Cavan Monaghan Hospital,402,Ante-Natal,General Referral,9
Jan-17,Cavan Monaghan Hospital,402,Dermatology,General Referral,27
Jan-17,Cavan Monaghan Hospital,402,ENT,General Referral,39
Jan-17,Cavan Monaghan Hospital,402,Gynaecology,General Referral,34
Jan-17,Cavan Monaghan Hospital,402,Haematology,General Referral,2
Jan-17,Cavan Monaghan Hospital,402,Medical,General Referral,60
Jan-17,Cavan Monaghan Hospital,402,Neurology,General Referral,4
Jan-17,Cavan Monaghan Hospital,402,Orthopaedics,General Referral,33
Jan-17,Cavan Monaghan Hospital,402,Paediatrics,General Referral,32
Jan-17,Cavan Monaghan Hospital,402,Surgical,General Referral,125
Jan-17,Connolly Hospital,108,Cardiology,General Referral,9
Jan-17,Connolly Hospital,108,Endocrinology,General Referral,10
Jan-17,Connolly Hospital,108,Gastroenterology,General Referral,8
Jan-17,Connolly Hospital,108,General Surgery,General Referral,1
Jan-17,Connolly Hospital,108,Medicine for the Elderly,General Referral,1
Jan-17,Connolly Hospital,108,Nephrology,General Referral,1
Jan-17,Connolly Hospital,108,Orthopaedic,General Referral,1
Jan-17,Connolly Hospital,108,Respiratory,General Referral,1
Jan-17,Connolly Hospital,108,Rheumatology,General Referral,22
Jan-17,Connolly Hospital,108,Urology,General Referral,2
Jan-17,Letterkenny University Hospital,500,Antenatal,General Referral,28
Jan-17,Letterkenny University Hospital,500,Cardiology,General Referral,14
Jan-17,Letterkenny University Hospital,500,Colorectal,General Referral,23
Jan-17,Letterkenny University Hospital,500,Colposcopy,General Referral,1
Jan-17,Letterkenny University Hospital,500,Day Services,General Referral,44
Jan-17,Letterkenny University Hospital,500,Dermatology,General Referral,20
Jan-17,Letterkenny University Hospital,500,Ear Nose and Throat,General Referral,34
Jan-17,Letterkenny University Hospital,500,Endocrinology,General Referral,3
Jan-17,Letterkenny University Hospital,500,Gastroenterology,General Referral,11
Jan-17,Letterkenny University Hospital,500,Gynaecology,General Referral,30
Jan-17,Letterkenny University Hospital,500,Haematology,General Referral,5
Jan-17,Letterkenny University Hospital,500,Medical,General Referral,20
Jan-17,Letterkenny University Hospital,500,Nephrology,General Referral,6
Jan-17,Letterkenny University Hospital,500,Ophthalmology,General Referral,15
Jan-17,Letterkenny University Hospital,500,Oral Surgery,General Referral,2
Jan-17,Letterkenny University Hospital,500,Orthopaedics,General Referral,38
Jan-17,Letterkenny University Hospital,500,Paediatrics,General Referral,30
Jan-17,Letterkenny University Hospital,500,Respiratory,General Referral,8
Jan-17,Letterkenny University Hospital,500,Rheumatology,General Referral,2
Jan-17,Letterkenny University Hospital,500,Surgical,General Referral,53
Jan-17,Letterkenny University Hospital,500,Urodynamics,General Referral,1
Jan-17,Letterkenny University Hospital,500,Urology,General Referral,15
Jan-17,Letterkenny University Hospital,500,X-Ray,General Referral,6
Jan-17,Mater Public Hospital,908,Cardiac/Thoracic Surgery,General Referral,4
Jan-17,Mater Public Hospital,908,Colorectal Surgery,General Referral,1
Jan-17,Mater Public Hospital,908,Diabetic/Endocrinology,General Referral,2
Jan-17,Mater Public Hospital,908,ENT Surgery,General Referral,3
Jan-17,Mater Public Hospital,908,Gen Med/Cardiology,General Referral,10
Jan-17,Mater Public Hospital,908,Gen/Vas Surgery,General Referral,4
Jan-17,Mater Public Hospital,908,General Surgery,General Referral,1
Jan-17,Mater Public Hospital,908,Geriatrics,General Referral,1
Jan-17,Mater Public Hospital,908,Gynaecology,General Referral,9
Jan-17,Mater Public Hospital,908,Haematology,General Referral,1
Jan-17,Mater Public Hospital,908,Hepatology,General Referral,1
Jan-17,Mater Public Hospital,908,Infectious Diseases,General Referral,3
Jan-17,Mater Public Hospital,908,Nephrology,General Referral,2
Jan-17,Mater Public Hospital,908,Neurology,General Referral,18
Jan-17,Mater Public Hospital,908,Ophthalmology,General Referral,4
Jan-17,Mater Public Hospital,908,Orthopaedic,General Referral,27
Jan-17,Mater Public Hospital,908,Plastic Surgery,General Referral,2
Jan-17,Mater Public Hospital,908,Psychiatry,General Referral,1
Jan-17,Mater Public Hospital,908,Respiratory Med,General Referral,1
Jan-17,Mater Public Hospital,908,Rheumatology,General Referral,3
Jan-17,Mater Public Hospital,908,Urology,General Referral,7
Jan-17,Our Lady of Lourdes Hospital,922,Cardiology,General Referral,12
Jan-17,Our Lady of Lourdes Hospital,922,General Surgery,General Referral,6
Jan-17,Our Lady of Lourdes Hospital,922,Gynaecology,General Referral,24
Jan-17,Our Lady of Lourdes Hospital,922,Haematology,General Referral,4
Jan-17,Our Lady of Lourdes Hospital,922,Paediatrics,General Referral,2
Jan-17,Our Lady's Children's Hospital Crumlin,941,General Medical,General Referral,24
Jan-17,Sligo University Hospital,501,ENT,General Referral,1
Jan-17,Sligo University Hospital,501,Medical,General Referral,32
Jan-17,Sligo University Hospital,501,Orthopaedics,General Referral,4
Jan-17,Sligo University Hospital,501,Paediatrics,General Referral,2
Jan-17,South Tipperary General Hospital,607,Cardiology,General Referral,3
Jan-17,South Tipperary General Hospital,607,Diabetes Mellitus,General Referral,1
Jan-17,South Tipperary General Hospital,607,General Medicine,General Referral,2
Jan-17,South Tipperary General Hospital,607,General Surgery,General Referral,15
Jan-17,South Tipperary General Hospital,607,Geriatric Medicine,General Referral,5
Jan-17,South Tipperary General Hospital,607,Gynaecology,General Referral,6
Jan-17,South Tipperary General Hospital,607,Obstetrics,General Referral,5
Jan-17,South Tipperary General Hospital,607,Paediatrics,General Referral,2
Jan-17,St. Michael's Hospital,912,Cardiology,General Referral,3
Jan-17,St. Michael's Hospital,912,Care of the Elderly,General Referral,2
Jan-17,St. Michael's Hospital,912,Dermatology,General Referral,18
Jan-17,St. Michael's Hospital,912,Diabetes,General Referral,3
Jan-17,St. Michael's Hospital,912,Endocrinology/Metabolism,General Referral,3
Jan-17,St. Michael's Hospital,912,ENT,General Referral,22
Jan-17,St. Michael's Hospital,912,Gastroenterology,General Referral,27
Jan-17,St. Michael's Hospital,912,General Surgery,General Referral,19
Jan-17,St. Michael's Hospital,912,Gynaecology,General Referral,6
Jan-17,St. Michael's Hospital,912,Heart Failure Clinic,General Referral,4
Jan-17,St. Michael's Hospital,912,Heart Failure Virtual Clinic,General Referral,4
Jan-17,St. Michael's Hospital,912,Ophthalmology (Adults),General Referral,4
Jan-17,St. Michael's Hospital,912,Ophthalmology (Children),General Referral,1
Jan-17,St. Michael's Hospital,912,Orthopaedic (Foot & Ankle),General Referral,1
Jan-17,St. Michael's Hospital,912,Orthopaedics,General Referral,5
Jan-17,St. Michael's Hospital,912,Pelvic Floor Clinic,General Referral,3
Jan-17,St. Michael's Hospital,912,Respiratory,General Referral,8
Jan-17,St. Michael's Hospital,912,Urology,General Referral,2
Jan-17,St. Vincent's University Hospital,910,Orthopaedic,General Referral,9
Jan-17,St. Vincent's University Hospital,910,Rheumatology,General Referral,4
Jan-17,Temple Street Children's University Hospital,940,ENT,General Referral,40
Jan-17,Temple Street Children's University Hospital,940,General Medicine,General Referral,69
Jan-17,Temple Street Children's University Hospital,940,Orthopaedics,General Referral,15
Jan-17,Temple Street Children's University Hospital,940,Plastics,General Referral,7
Jan-17,Temple Street Children's University Hospital,940,Surgical,General Referral,9
Jan-17,Temple Street Children's University Hospital,940,Urology,General Referral,13
Jan-17,UL Hospitals Group,9100,Cardiology,General Referral,47
Jan-17,UL Hospitals Group,9100,ENT (Otolaryngology),General Referral,2
Jan-17,UL Hospitals Group,9100,Gastroenterology,General Referral,18
Jan-17,UL Hospitals Group,9100,General Medicine,General Referral,24
Jan-17,UL Hospitals Group,9100,Geriatric Medicine,General Referral,11
Jan-17,UL Hospitals Group,9100,Gynaecology,General Referral,54
Jan-17,UL Hospitals Group,9100,Nephrology,General Referral,7
Jan-17,UL Hospitals Group,9100,Ophthalmology,General Referral,9
Jan-17,UL Hospitals Group,9100,Orthopaedics,General Referral,52
Jan-17,UL Hospitals Group,9100,Pain Management,General Referral,1
Jan-17,UL Hospitals Group,9100,Plastic Surgery,General Referral,7
Jan-17,UL Hospitals Group,9100,Respiratory Medicine,General Referral,37
Jan-17,UL Hospitals Group,9100,Rheumatology,General Referral,1
Jan-17,UL Hospitals Group,9100,Urology,General Referral,1
Jan-17,University Hospital Galway,800,Cardio-Thoracic Surgery,General Referral,2
Jan-17,University Hospital Galway,800,Cardiology,General Referral,53
Jan-17,University Hospital Galway,800,Clinical Immunology,General Referral,5
Jan-17,University Hospital Galway,800,Dermatology,General Referral,51
Jan-17,University Hospital Galway,800,Diabetes,General Referral,6
Jan-17,University Hospital Galway,800,Endocrinology,General Referral,13
Jan-17,University Hospital Galway,800,Fertility,General Referral,1
Jan-17,University Hospital Galway,800,Gastro-Enterology,General Referral,62
Jan-17,University Hospital Galway,800,General Medicine,General Referral,3
Jan-17,University Hospital Galway,800,General Surgery,General Referral,66
Jan-17,University Hospital Galway,800,Geriatric Medicine,General Referral,6
Jan-17,University Hospital Galway,800,Gynaecology,General Referral,52
Jan-17,University Hospital Galway,800,Haematology,General Referral,16
Jan-17,University Hospital Galway,800,Haemochromatosis,General Referral,2
Jan-17,University Hospital Galway,800,Hepatitis B/C,General Referral,3
Jan-17,University Hospital Galway,800,Infectious Diseases,General Referral,2
Jan-17,University Hospital Galway,800,Nephrology,General Referral,6
Jan-17,University Hospital Galway,800,Neurology,General Referral,30
Jan-17,University Hospital Galway,800,Obstetrics,General Referral,9
Jan-17,University Hospital Galway,800,Oncology,General Referral,1
Jan-17,University Hospital Galway,800,Ophthalmology,General Referral,50
Jan-17,University Hospital Galway,800,Oral Surgery,General Referral,10
Jan-17,University Hospital Galway,800,Orthopaedics,General Referral,84
Jan-17,University Hospital Galway,800,Otolaryngology (ENT),General Referral,85
Jan-17,University Hospital Galway,800,Paediatrics,General Referral,55
Jan-17,University Hospital Galway,800,Pain Clinic,General Referral,3
Jan-17,University Hospital Galway,800,Plastic Surgery,General Referral,94
Jan-17,University Hospital Galway,800,Respiratory Medicine,General Referral,21
Jan-17,University Hospital Galway,800,Rheumatology,General Referral,21
Jan-17,University Hospital Galway,800,Sleep,General Referral,12
Jan-17,University Hospital Galway,800,Urology,General Referral,49
Jan-17,University Hospital Galway,800,Vascular Surgery,General Referral,31
Feb-17,Beaumont Hospital,923,Anaesthetics,General Referral,3
Feb-17,Beaumont Hospital,923,Cardiology,General Referral,46
Feb-17,Beaumont Hospital,923,Clinical Immunology,General Referral,6
Feb-17,Beaumont Hospital,923,Dermatology,General Referral,67
Feb-17,Beaumont Hospital,923,Endocrinology,General Referral,27
Feb-17,Beaumont Hospital,923,ENT,General Referral,77
Feb-17,Beaumont Hospital,923,Gastro-Enterology,General Referral,65
Feb-17,Beaumont Hospital,923,General Surgery,General Referral,54
Feb-17,Beaumont Hospital,923,Geriatric Medicine,General Referral,14
Feb-17,Beaumont Hospital,923,Gynaecology,General Referral,13
Feb-17,Beaumont Hospital,923,Haematology,General Referral,10
Feb-17,Beaumont Hospital,923,Infectious Diseases,General Referral,1
Feb-17,Beaumont Hospital,923,Maxillo-Facial,General Referral,2
Feb-17,Beaumont Hospital,923,Nephrology,General Referral,7
Feb-17,Beaumont Hospital,923,Neurology,General Referral,38
Feb-17,Beaumont Hospital,923,Neurosurgery,General Referral,42
Feb-17,Beaumont Hospital,923,Oncology,General Referral,3
Feb-17,Beaumont Hospital,923,Ophthalmology,General Referral,13
Feb-17,Beaumont Hospital,923,Orthopaedics,General Referral,56
Feb-17,Beaumont Hospital,923,Pain Relief,General Referral,13
Feb-17,Beaumont Hospital,923,Plastic Surgery,General Referral,31
Feb-17,Beaumont Hospital,923,Respiratory Medicine,General Referral,28
Feb-17,Beaumont Hospital,923,Rheumatology,General Referral,27
Feb-17,Beaumont Hospital,923,Urology,General Referral,49
Feb-17,Beaumont Hospital,923,Vascular Surgery,General Referral,33
Feb-17,Cappagh National Orthopaedic Hospital,955,Orthopaedics,General Referral,11
Feb-17,Cappagh National Orthopaedic Hospital,955,Rheumatology,General Referral,2
Feb-17,Cavan Monaghan Hospital,402,Ante-Natal,General Referral,15
Feb-17,Cavan Monaghan Hospital,402,Dermatology,General Referral,23
Feb-17,Cavan Monaghan Hospital,402,ENT,General Referral,28
Feb-17,Cavan Monaghan Hospital,402,Gynaecology,General Referral,33
Feb-17,Cavan Monaghan Hospital,402,Haematology,General Referral,5
Feb-17,Cavan Monaghan Hospital,402,Medical,General Referral,84
Feb-17,Cavan Monaghan Hospital,402,Neurology,General Referral,10
Feb-17,Cavan Monaghan Hospital,402,Orthopaedics,General Referral,27
Feb-17,Cavan Monaghan Hospital,402,Paediatrics,General Referral,36
Feb-17,Cavan Monaghan Hospital,402,Surgical,General Referral,115
Feb-17,Connolly Hospital,108,Cardiology,General Referral,21
Feb-17,Connolly Hospital,108,Endocrinology,General Referral,8
Feb-17,Connolly Hospital,108,Gastroenterology,General Referral,12
Feb-17,Connolly Hospital,108,General Surgery,General Referral,3
Feb-17,Connolly Hospital,108,Medicine for the Elderly,General Referral,1
Feb-17,Connolly Hospital,108,Orthopaedic,General Referral,12
Feb-17,Connolly Hospital,108,Respiratory,General Referral,6
Feb-17,Connolly Hospital,108,Rheumatology,General Referral,9
Feb-17,Connolly Hospital,108,Urology,General Referral,2
Feb-17,Letterkenny University Hospital,500,Antenatal,General Referral,25
Feb-17,Letterkenny University Hospital,500,Cardiology,General Referral,16
Feb-17,Letterkenny University Hospital,500,Colorectal,General Referral,10
Feb-17,Letterkenny University Hospital,500,Colposcopy,General Referral,1
Feb-17,Letterkenny University Hospital,500,Day Services,General Referral,37
Feb-17,Letterkenny University Hospital,500,Dermatology,General Referral,36
Feb-17,Letterkenny University Hospital,500,Ear Nose and Throat,General Referral,55
Feb-17,Letterkenny University Hospital,500,Endocrinology,General Referral,8
Feb-17,Letterkenny University Hospital,500,Gastroenterology,General Referral,20
Feb-17,Letterkenny University Hospital,500,Gynaecology,General Referral,29
Feb-17,Letterkenny University Hospital,500,Haematology,General Referral,6
Feb-17,Letterkenny University Hospital,500,Medical,General Referral,12
Feb-17,Letterkenny University Hospital,500,Nephrology,General Referral,2
Feb-17,Letterkenny University Hospital,500,Neurology,General Referral,3
Feb-17,Letterkenny University Hospital,500,Ophthalmology,General Referral,9
Feb-17,Letterkenny University Hospital,500,Oral Surgery,General Referral,1
Feb-17,Letterkenny University Hospital,500,Orthopaedics,General Referral,43
Feb-17,Letterkenny University Hospital,500,Paediatrics,General Referral,22
Feb-17,Letterkenny University Hospital,500,Respiratory,General Referral,11
Feb-17,Letterkenny University Hospital,500,Rheumatology,General Referral,4
Feb-17,Letterkenny University Hospital,500,Surgical,General Referral,49
Feb-17,Letterkenny University Hospital,500,Urodynamics,General Referral,2
Feb-17,Letterkenny University Hospital,500,Urology,General Referral,9
Feb-17,Letterkenny University Hospital,500,X-Ray,General Referral,1
Feb-17,Louth County Hospital,400,Surgery,General Referral,6
Feb-17,Mater Public Hospital,908,Cardiac/Thoracic Surgery,General Referral,3
Feb-17,Mater Public Hospital,908,Colorectal Surgery,General Referral,2
Feb-17,Mater Public Hospital,908,Diabetic/Endocrinology,General Referral,2
Feb-17,Mater Public Hospital,908,ENT Surgery,General Referral,7
Feb-17,Mater Public Hospital,908,Gastroenterology,General Referral,2
Feb-17,Mater Public Hospital,908,Gen Med/Cardiology,General Referral,4
Feb-17,Mater Public Hospital,908,Gen/Vas Surgery,General Referral,2
Feb-17,Mater Public Hospital,908,General Surgery,General Referral,3
Feb-17,Mater Public Hospital,908,Gynaecology,General Referral,5
Feb-17,Mater Public Hospital,908,Infectious Diseases,General Referral,5
Feb-17,Mater Public Hospital,908,Neurology,General Referral,11
Feb-17,Mater Public Hospital,908,Ophthalmology,General Referral,4
Feb-17,Mater Public Hospital,908,Orthopaedic,General Referral,26
Feb-17,Mater Public Hospital,908,Pain Medicine,General Referral,1
Feb-17,Mater Public Hospital,908,Psychiatry,General Referral,3
Feb-17,Mater Public Hospital,908,Respiratory Med,General Referral,1
Feb-17,Mater Public Hospital,908,Rheumatology,General Referral,3
Feb-17,Mater Public Hospital,908,Urology,General Referral,13
Feb-17,Mayo University Hospital,802,Medical,General Referral,1
Feb-17,Our Lady of Lourdes Hospital,922,Cardiology,General Referral,22
Feb-17,Our Lady of Lourdes Hospital,922,ENT,General Referral,1
Feb-17,Our Lady of Lourdes Hospital,922,Gastroenterology,General Referral,1
Feb-17,Our Lady of Lourdes Hospital,922,General Surgery,General Referral,3
Feb-17,Our Lady of Lourdes Hospital,922,Gynaecology,General Referral,19
Feb-17,Our Lady of Lourdes Hospital,922,Haematology,General Referral,1
Feb-17,Our Lady's Children's Hospital Crumlin,941,Allergy,General Referral,4
Feb-17,Our Lady's Children's Hospital Crumlin,941,General Medical,General Referral,19
Feb-17,Royal Victoria Eye and Ear Hospital,950,Ophthalmology,Ophthalmology Referral,1
Feb-17,Sligo University Hospital,501,Diabetology,General Referral,1
Feb-17,Sligo University Hospital,501,ENT,General Referral,7
Feb-17,Sligo University Hospital,501,Medical,General Referral,40
Feb-17,Sligo University Hospital,501,Neurology,General Referral,1
Feb-17,Sligo University Hospital,501,Orthopaedics,General Referral,1
Feb-17,Sligo University Hospital,501,Paediatrics,General Referral,4
Feb-17,South Tipperary General Hospital,607,Diabetes Mellitus,General Referral,1
Feb-17,South Tipperary General Hospital,607,General Medicine,General Referral,9
Feb-17,South Tipperary General Hospital,607,General Surgery,General Referral,8
Feb-17,South Tipperary General Hospital,607,Geriatric Medicine,General Referral,3
Feb-17,South Tipperary General Hospital,607,Gynaecology,General Referral,9
Feb-17,South Tipperary General Hospital,607,Obstetrics,General Referral,3
Feb-17,South Tipperary General Hospital,607,Paediatrics,General Referral,2
Feb-17,St. Michael's Hospital,912,Cardiology,General Referral,7
Feb-17,St. Michael's Hospital,912,Care of the Elderly,General Referral,5
Feb-17,St. Michael's Hospital,912,Dermatology,General Referral,20
Feb-17,St. Michael's Hospital,912,Endocrinology/Metabolism,General Referral,3
Feb-17,St. Michael's Hospital,912,ENT,General Referral,15
Feb-17,St. Michael's Hospital,912,Gastroenterology,General Referral,29
Feb-17,St. Michael's Hospital,912,General Surgery,General Referral,26
Feb-17,St. Michael's Hospital,912,Gynaecology,General Referral,4
Feb-17,St. Michael's Hospital,912,Heart Failure Clinic,General Referral,8
Feb-17,St. Michael's Hospital,912,Heart Failure Virtual Clinic,General Referral,3
Feb-17,St. Michael's Hospital,912,Ophthalmology (Adults),General Referral,3
Feb-17,St. Michael's Hospital,912,Orthopaedic (Foot & Ankle),General Referral,1
Feb-17,St. Michael's Hospital,912,Orthopaedics,General Referral,8
Feb-17,St. Michael's Hospital,912,Pelvic Floor Clinic,General Referral,1
Feb-17,St. Michael's Hospital,912,Respiratory,General Referral,6
Feb-17,St. Michael's Hospital,912,Stop HF Unit,General Referral,2
