Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,ReferralType,TotalReferrals
Jan-19,Alliance Medical Charter Medical Radiology,9104,CT,General Referral,38
Jan-19,Alliance Medical Charter Medical Radiology,9104,DXA,General Referral,28
Jan-19,Alliance Medical Charter Medical Radiology,9104,Foetal Ultrasound,General Referral,1
Jan-19,Alliance Medical Charter Medical Radiology,9104,MRI,General Referral,131
Jan-19,Alliance Medical Charter Medical Radiology,9104,Ultrasound,General Referral,93
Jan-19,Alliance Medical Charter Medical Radiology,9104,X-Ray,General Referral,56
Jan-19,Alliance Medical Cherrywood Dublin,9126,MRI,General Referral,35
Jan-19,Alliance Medical Clane Hospital Radiology,9105,CT,General Referral,23
Jan-19,Alliance Medical Clane Hospital Radiology,9105,DXA,General Referral,20
Jan-19,Alliance Medical Clane Hospital Radiology,9105,MRI,General Referral,170
Jan-19,Alliance Medical Clane Hospital Radiology,9105,Ultrasound,General Referral,108
Jan-19,Alliance Medical Clane Hospital Radiology,9105,X-Ray,General Referral,14
Jan-19,Alliance Medical Mater Private Cork Radiology,9116,Cardiac Calcium Scoring,General Referral,12
Jan-19,Alliance Medical Mater Private Cork Radiology,9116,CT,General Referral,9
Jan-19,Alliance Medical Mater Private Cork Radiology,9116,MRI,General Referral,224
Jan-19,Alliance Medical Mater Private Cork Radiology,9116,Ultrasound,General Referral,69
Jan-19,Alliance Medical Mater Private Cork Radiology,9116,X-Ray,General Referral,20
Jan-19,Alliance Medical Mercy University Hospital,9114,MRI,General Referral,11
Jan-19,Alliance Medical Merlin Park CT and MRI,9106,CT,General Referral,10
Jan-19,Alliance Medical Merlin Park CT and MRI,9106,MRI,General Referral,80
Jan-19,Alliance Medical MRI Bons Secours Hospital Tralee,9113,MRI,General Referral,213
Jan-19,Alliance Medical MRI Centre Ballinasloe,9107,MRI,General Referral,100
Jan-19,Alliance Medical MRI Centre Clonmel,9108,MRI,General Referral,21
Jan-19,Alliance Medical MRI Centre Drogheda,9111,MRI,General Referral,62
Jan-19,Alliance Medical MRI Centre Tullamore,9109,MRI,General Referral,25
Jan-19,Alliance Medical MRI Consultant Private Clinic CUH,9112,MRI,General Referral,18
Jan-19,Alliance Medical MRI CUH,9134,MRI,General Referral,5
Jan-19,Alliance Medical MRI National Maternity Hospital,9122,MRI,General Referral,2
Jan-19,Alliance Medical St Francis Mullingar,9110,DXA,General Referral,12
Jan-19,Alliance Medical St Francis Mullingar,9110,MRI,General Referral,64
Jan-19,Alliance Medical St Francis Mullingar,9110,Ultrasound,General Referral,18
Jan-19,Alliance Medical Wexford,9131,MRI,General Referral,17
Jan-19,Bantry General Hospital,704,Gastro-Enterology,General Referral,37
Jan-19,Bantry General Hospital,704,General Medicine,General Referral,32
Jan-19,Bantry General Hospital,704,General Surgery,General Referral,67
Jan-19,Bantry General Hospital,704,Geriatric Medicine,General Referral,3
Jan-19,Bantry General Hospital,704,Outreach Dermatology,General Referral,10
Jan-19,Bantry General Hospital,704,Outreach Orthopaedics,General Referral,13
Jan-19,Bantry General Hospital,704,Outreach Surgical,General Referral,12
Jan-19,Barringtons Bon Secours Diagnostic Imaging,9115,CT,General Referral,23
Jan-19,Barringtons Bon Secours Diagnostic Imaging,9115,DXA,General Referral,19
Jan-19,Barringtons Bon Secours Diagnostic Imaging,9115,MRI,General Referral,322
Jan-19,Barringtons Bon Secours Diagnostic Imaging,9115,Ultrasound,General Referral,94
Jan-19,Barringtons Bon Secours Diagnostic Imaging,9115,X-ray,General Referral,14
Jan-19,Beacon Hospital,9061,Breast Care,General Referral,13
Jan-19,Beacon Hospital,9061,Cardiology,General Referral,52
Jan-19,Beacon Hospital,9061,Endoscopy Direct Access,Endoscopy Referral,75
Jan-19,Beacon Hospital,9061,General Surgery,General Referral,37
Jan-19,Beacon Hospital,9061,Gynaecology,General Referral,50
Jan-19,Beacon Hospital,9061,Neurology Physiology,General Referral,9
Jan-19,Beacon Hospital,9061,Orthopaedics,General Referral,97
Jan-19,Beacon Hospital,9061,Paediatric Cardiology,General Referral,5
Jan-19,Beacon Hospital,9061,Paediatric Dietetics,General Referral,2
Jan-19,Beacon Hospital,9061,Paediatric ENT,General Referral,31
Jan-19,Beacon Hospital,9061,Paediatric Orthopaedic Surgery,General Referral,4
Jan-19,Beacon Hospital,9061,Paediatric Respiratory Medicine,General Referral,5
Jan-19,Beacon Hospital,9061,Paediatric Urology,General Referral,9
