Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,Referraltype,TotalReferrals
Jan-20,Alex Stafford - Medical Diagnostic Ultrasound,9174,Cahercalla Ultrasound,General Referral,43
Jan-20,Alex Stafford - Medical Diagnostic Ultrasound,9174,Ultrasound Limerick,General Referral,13
Jan-20,Alliance Medical Charter Medical Radiology,9104,CT,General Referral,65
Jan-20,Alliance Medical Charter Medical Radiology,9104,DXA,General Referral,27
Jan-20,Alliance Medical Charter Medical Radiology,9104,MRI,General Referral,350
Jan-20,Alliance Medical Charter Medical Radiology,9104,Ultrasound,General Referral,248
Jan-20,Alliance Medical Charter Medical Radiology,9104,X-Ray,General Referral,84
Jan-20,Alliance Medical Cherrywood Dublin,9126,MRI,General Referral,99
Jan-20,Alliance Medical Cherrywood Dublin,9126,X-Ray,General Referral,2
Jan-20,Alliance Medical Clane Hospital Radiology,9105,CT,General Referral,35
Jan-20,Alliance Medical Clane Hospital Radiology,9105,DXA,General Referral,44
Jan-20,Alliance Medical Clane Hospital Radiology,9105,MRI,General Referral,288
Jan-20,Alliance Medical Clane Hospital Radiology,9105,Ultrasound,General Referral,148
Jan-20,Alliance Medical Clane Hospital Radiology,9105,X-Ray,General Referral,17
Jan-20,Alliance Medical Mercy University Hospital,9114,MRI,General Referral,2
Jan-20,Alliance Medical Merlin Park CT and MRI,9106,CT,General Referral,6
Jan-20,Alliance Medical Merlin Park CT and MRI,9106,MRI,General Referral,126
Jan-20,Alliance Medical MRI Bons Secours Hospital Tralee,9113,MRI,General Referral,234
Jan-20,Alliance Medical MRI Centre Ballinasloe,9107,MRI,General Referral,185
Jan-20,Alliance Medical MRI Centre Clonmel,9108,MRI,General Referral,21
Jan-20,Alliance Medical MRI Centre Drogheda,9111,MRI,General Referral,81
Jan-20,Alliance Medical MRI Centre Portlaoise,9137,MRI,General Referral,19
Jan-20,Alliance Medical MRI Centre Tullamore,9109,MRI,General Referral,38
Jan-20,Alliance Medical MRI Consultant Private Clinic CUH,9112,MRI,General Referral,24
Jan-20,Alliance Medical MRI National Maternity Hospital,9122,MRI,General Referral,3
Jan-20,Alliance Medical St Francis Mullingar,9110,DXA,General Referral,20
Jan-20,Alliance Medical St Francis Mullingar,9110,MRI,General Referral,102
Jan-20,Alliance Medical St Francis Mullingar,9110,Ultrasound,General Referral,40
Jan-20,Alliance Medical St Francis Mullingar,9110,X-Ray,General Referral,5
Jan-20,Alliance Medical Wexford,9131,MRI,General Referral,52
Jan-20,Bantry General Hospital,704,Gastro-Enterology,General Referral,23
Jan-20,Bantry General Hospital,704,General Medicine,General Referral,23
Jan-20,Bantry General Hospital,704,General Surgery,General Referral,42
Jan-20,Bantry General Hospital,704,Geriatric Medicine,General Referral,4
Jan-20,Bantry General Hospital,704,Outreach Dermatology,General Referral,14
Jan-20,Bantry General Hospital,704,Outreach Orthopaedics,General Referral,10
Jan-20,Bantry General Hospital,704,Outreach Surgical,General Referral,4
Jan-20,Barringtons Bon Secours Diagnostic Imaging,9115,CT,General Referral,70
Jan-20,Barringtons Bon Secours Diagnostic Imaging,9115,DXA,General Referral,39
Jan-20,Barringtons Bon Secours Diagnostic Imaging,9115,MRI,General Referral,446
Jan-20,Barringtons Bon Secours Diagnostic Imaging,9115,Ultrasound,General Referral,160
Jan-20,Barringtons Bon Secours Diagnostic Imaging,9115,X-ray,General Referral,16
Jan-20,Beacon Clinic Drogheda,9051,Colorectal and Laparoscopic,General Referral,2
Jan-20,Beacon Clinic Drogheda,9051,ENT,General Referral,32
Jan-20,Beacon Clinic Drogheda,9051,Plastics,General Referral,1
Jan-20,Beacon Clinic Drogheda,9051,Rheumatology,General Referral,1
Jan-20,Beacon Clinic Drogheda,9051,Urology,General Referral,7
Jan-20,Beacon Clinic Dublin 8,9052,Cardiology,General Referral,14
Jan-20,Beacon Clinic Dublin 8,9052,Colorectal and Laparoscopic,General Referral,5
Jan-20,Beacon Clinic Mullingar,9053,Cardiology,General Referral,1
Jan-20,Beacon Clinic Wexford,9054,ENT,General Referral,7
Jan-20,Beacon Clinic Wexford,9054,Urology,General Referral,3
Jan-20,Beacon Hospital,9061,Breast Care,General Referral,18
Jan-20,Beacon Hospital,9061,Cardiology,General Referral,111
Jan-20,Beacon Hospital,9061,Dermatology,General Referral,86
Jan-20,Beacon Hospital,9061,Endoscopy Direct Access,Endoscopy Referral,80
Jan-20,Beacon Hospital,9061,ENT,General Referral,99
Jan-20,Beacon Hospital,9061,Gastroenterology Consultant Appointments,General Referral,57
Jan-20,Beacon Hospital,9061,General Surgery,General Referral,47
Jan-20,Beacon Hospital,9061,Gynaecology,General Referral,78
Jan-20,Beacon Hospital,9061,Orthopaedics,General Referral,172
Jan-20,Beacon Hospital,9061,Paediatric Cardiology,General Referral,6
